,Index,Word,rating,ratings_group
1917,1003,astringent,3.5,4.0
1918,1004,floral,3.5,4.0
1919,1005,strong,3.5,4.0
1920,1005,floral,3.5,4.0
1921,1006,dark,4.0,4.0
1922,1006,berry,4.0,4.0
1923,1007,creamy,3.75,4.0
1924,1020,mild,3.5,4.0
1925,1020,caramel,3.5,4.0
1926,1021,intense,3.25,3.0
1927,1022,sour,2.75,3.0
1928,1023,nutty,2.75,3.0
1929,1039,sour,2.75,3.0
1930,1078,sour,2.5,2.0
1931,1149,creamy,3.75,4.0
1932,1150,oranges,3.75,4.0
1933,1151,spicy,3.25,3.0
1934,1152,astringent,2.75,3.0
1935,1200,spicy,3.5,4.0
1936,1214,floral,3.25,3.0
1937,1222,sweet,3.0,3.0
1938,1222,edge,3.0,3.0
1939,1276,hammy,3.0,3.0
1940,1296,basic,3.75,4.0
1941,1297,nutty,3.5,4.0
1942,1307,intense,3.25,3.0
1943,1312,pungent,3.0,3.0
1944,1313,pungent,3.0,3.0
1945,1314,smokey,2.75,3.0
1946,1315,earthy,3.25,3.0
1947,1330,sandy,3.25,3.0
1948,1331,sandy,3.0,3.0
1949,1332,sticky,2.75,3.0
1950,1362,gritty,3.0,3.0
1951,1428,gritty,3.5,4.0
1952,1435,sticky,3.75,4.0
1953,1451,earthy,3.5,4.0
1954,1457,gritty,3.0,3.0
1955,1458,gritty,2.75,3.0
1956,1459,dry,2.75,3.0
1957,1460,sweet,2.75,3.0
1958,1509,nutty,3.5,4.0
1959,1519,cocoa,3.5,4.0
1960,1520,bitter,2.75,3.0
1961,1536,sweet,3.75,4.0
1962,1565,complex,4.0,4.0
1963,1578,strawberry,3.0,3.0
1964,1579,fruity,2.75,3.0
1965,1584,intense,3.0,3.0
1966,1595,sour,3.25,3.0
1967,1631,banana,2.5,2.0
1968,1649,dense,3.75,4.0
1969,1687,floral,3.5,4.0
1970,1705,waxy,3.0,3.0
1971,1706,gritty,2.75,3.0
1972,1710,pungent,3.0,3.0
1973,1717,fatty,3.25,3.0
1974,1736,floral,3.75,4.0
1975,1743,dried,3.25,3.0
1976,1743,fruit,3.25,3.0
1977,1744,fatty,3.25,3.0
1978,1745,roasty,3.25,3.0
1979,1763,robust,3.75,4.0
1980,1824,earthy,3.25,3.0
1981,1839,rich,3.75,4.0
1982,1839,cocoa,3.75,4.0
1983,1840,sticky,3.5,4.0
1984,1841,basic,3.5,4.0
1985,1841,cocoa,3.5,4.0
1986,1854,light,4.0,4.0
1987,1854,color,4.0,4.0
1988,1855,creamy,3.75,4.0
1989,1856,apple,3.75,4.0
1990,1857,delicate,3.75,4.0
1991,1858,gummy,3.25,3.0
1992,1859,creamy,3.0,3.0
1993,1868,intense,3.5,4.0
1994,1869,sticky,2.75,3.0
1995,1870,sticky,2.75,3.0
1996,1872,sweet,3.25,3.0
1997,1873,spicy,3.25,3.0
1998,1922,creamy,4.0,4.0
1999,1923,evolves,3.75,4.0
2000,1923,black,3.75,4.0
2001,1923,pepper,3.75,4.0
2002,1923,to,3.75,4.0
2003,1923,citrus,3.75,4.0
2004,1924,banana,3.75,4.0
2005,1925,creamy,3.5,4.0
2006,1926,robust,3.5,4.0
2007,1926,dark,3.5,4.0
2008,1926,tropical,3.5,4.0
2009,1926,fruit,3.5,4.0
2010,1927,creamy,3.5,4.0
2011,1928,nutty,3.25,3.0
2012,1946,floral,3.75,4.0
2013,1947,powdery,3.75,4.0
2014,1948,spicy,3.5,4.0
2015,1970,powdery,3.0,3.0
2016,1971,sandy,2.5,2.0
2017,1972,sticky,3.0,3.0
2018,1973,spicy,2.75,3.0
2019,2009,earthy,3.25,3.0
2020,2025,strong,2.0,2.0
2021,2025,vanilla,2.0,2.0
2022,2063,bright,3.75,4.0
2023,2063,fruit,3.75,4.0
2024,2087,coarse,3.0,3.0
2025,2093,sandy,3.25,3.0
2026,2094,sweet,3.0,3.0
2027,2142,sweet,3.0,3.0
2028,2143,pungent,2.5,2.0
2029,2144,nutty,2.5,2.0
2030,2147,dry,3.5,4.0
2031,2148,grapes,3.5,4.0
2032,2162,rich,4.0,4.0
2033,2162,cocoa,4.0,4.0
2034,2163,strong,3.75,4.0
2035,2163,malt,3.75,4.0
2036,2164,nutty,3.5,4.0
2037,2165,nutty,3.0,3.0
2038,2188,sticky,3.5,4.0
2039,2189,smoke,3.5,4.0
2040,2190,tobacco,3.5,4.0
2041,2191,melon,3.0,3.0
2042,2192,sticky,2.75,3.0
2043,2193,sticky,2.75,3.0
2044,2197,smokey,3.75,4.0
2045,2198,oily,3.25,3.0
2046,51,strawberry,3.5,4.0
2047,52,sandy,3.5,4.0
2048,53,sandy,3.5,4.0
2049,54,sandy,3.5,4.0
2050,55,sandy,3.5,4.0
2051,134,creamy,4.0,4.0
2052,135,long,4.0,4.0
2053,135,lasting,4.0,4.0
2054,136,slight,3.5,4.0
2055,136,roasty,3.5,4.0
2056,137,sour,3.5,4.0
2057,137,fruit,3.5,4.0
2058,138,rich,3.5,4.0
2059,138,cocoa,3.5,4.0
2060,139,dried,3.5,4.0
2061,139,fruit,3.5,4.0
2062,191,slightly,3.5,4.0
2063,191,dry,3.5,4.0
2064,192,intense,3.5,4.0
2065,198,smokey,3.25,3.0
2066,199,caramel,3.0,3.0
2067,270,pungent,2.75,3.0
2068,270,off,2.75,3.0
2069,270,flavor,2.75,3.0
2070,315,sandy,3.75,4.0
2071,316,earthy,3.25,3.0
2072,444,nutty,3.25,3.0
2073,452,dark,3.0,3.0
2074,452,roast,3.0,3.0
2075,550,oily,3.75,4.0
2076,565,hammy,2.75,3.0
2077,584,cocoa,3.0,3.0
2078,645,well,4.0,4.0
2079,645,defined,4.0,4.0
2080,646,blackberry,3.75,4.0
2081,647,sticky,3.75,4.0
2082,707,candy,2.75,3.0
2083,707,like,2.75,3.0
2084,707,off,2.75,3.0
2085,707,flavor,2.75,3.0
2086,839,slight,3.5,4.0
2087,839,dry,3.5,4.0
2088,867,long,3.75,4.0
2089,867,lasting,3.75,4.0
2090,868,rich,3.5,4.0
2091,868,cocoa,3.5,4.0
2092,869,rich,3.5,4.0
2093,869,cocoa,3.5,4.0
2094,872,creamy,3.75,4.0
2095,873,creamy,3.5,4.0
2096,878,creamy,3.75,4.0
2097,923,chewy,3.5,4.0
2098,924,fatty,3.5,4.0
2099,935,creamy,3.25,3.0
2100,1082,molasses,3.25,3.0
2101,1094,full,3.75,4.0
2102,1094,bodied,3.75,4.0
2103,1095,dairy,3.5,4.0
2104,1096,sweet,3.5,4.0
2105,1097,floral,3.5,4.0
2106,1098,vanilla,3.5,4.0
2107,1099,candy,3.0,3.0
2108,1099,like,3.0,3.0
2109,1100,floral,3.0,3.0
2110,1134,medium,3.25,3.0
2111,1134,roast,3.25,3.0
2112,1135,gritty,3.0,3.0
2113,1136,sticky,3.0,3.0
2114,1204,well,3.75,4.0
2115,1204,balanced,3.75,4.0
2116,1215,mild,4.0,4.0
2117,1216,strong,3.5,4.0
2118,1216,raspberry,3.5,4.0
2119,1217,smokey,3.25,3.0
2120,1242,oily,3.25,3.0
2121,1264,mild,3.5,4.0
2122,1264,earthy,3.5,4.0
2123,1289,sweet,3.25,3.0
2124,1308,earthy,3.0,3.0
2125,1399,sandy,3.25,3.0
2126,1429,slight,3.5,4.0
2127,1429,grainy,3.5,4.0
2128,1430,tangy,3.25,3.0
2129,1431,few,3.0,3.0
2130,1431,grits,3.0,3.0
2131,1580,sticky,3.5,4.0
2132,1581,grape,2.75,3.0
2133,1582,creamy,2.75,3.0
2134,1688,sticky,3.75,4.0
2135,1691,peanut,3.75,4.0
2136,1692,intense,3.5,4.0
2137,1693,spice,3.5,4.0
2138,1694,few,3.25,3.0
2139,1694,grits,3.25,3.0
2140,1695,intense,3.25,3.0
2141,1695,smoke,3.25,3.0
2142,1711,basic,3.5,4.0
2143,1711,cocoa,3.5,4.0
2144,1712,green,3.25,3.0
2145,1737,smooth,3.75,4.0
2146,1771,nuts,3.75,4.0
2147,1772,off,2.75,3.0
2148,1772,note,2.75,3.0
2149,1781,few,3.25,3.0
2150,1781,grits,3.25,3.0
2151,1842,caramel,3.75,4.0
2152,1860,cherry,3.5,4.0
2153,1861,complex,3.5,4.0
2154,1866,grassy,2.75,3.0
2155,1880,sticky,3.25,3.0
2156,1929,creamy,4.0,4.0
2157,1930,creamy,3.25,3.0
2158,1936,tart,3.5,4.0
2159,1937,dry,3.5,4.0
2160,1938,sticky,3.5,4.0
2161,1939,few,3.25,3.0
2162,1939,grits,3.25,3.0
2163,1940,dry,3.25,3.0
2164,1941,sandy,3.25,3.0
2165,1949,sandy,3.75,4.0
2166,1950,floral,3.5,4.0
2167,1951,floral,2.75,3.0
2168,1964,fatty,2.5,2.0
2169,2086,dry,3.25,3.0
2170,2088,dry,3.25,3.0
2171,2089,dry,3.0,3.0
2172,2090,dry,2.75,3.0
2173,2096,spice,3.75,4.0
2174,2120,intense,3.25,3.0
2175,2149,earthy,3.0,3.0
2176,2180,sour,2.75,3.0
2177,2180,milk,2.75,3.0
2178,2181,spicy,2.5,2.0
2179,2220,strong,3.75,4.0
2180,2220,nutty,3.75,4.0
2181,26,sweet,3.75,4.0
2182,27,alluring,3.5,4.0
2183,27,aroma,3.5,4.0
2184,66,sweet,3.0,3.0
2185,96,sweet,3.5,4.0
2186,97,vanilla,3.0,3.0
2187,98,vanilla,3.0,3.0
2188,99,nutty,3.0,3.0
2189,140,smooth,4.0,4.0
2190,141,nuts,3.0,3.0
2191,144,smooth,3.5,4.0
2192,145,roasty,3.5,4.0
2193,146,melon,3.25,3.0
2194,147,cocoa,3.0,3.0
2195,171,long,3.5,4.0
2196,172,waxy,3.0,3.0
2197,173,sandy,3.0,3.0
2198,174,sandy,2.75,3.0
2199,180,bland,3.0,3.0
2200,211,high,3.25,3.0
2201,211,acidity,3.25,3.0
2202,215,gummy,3.0,3.0
2203,216,gummy,3.0,3.0
2204,217,off,3.0,3.0
2205,217,aroma,3.0,3.0
2206,237,smooth,3.5,4.0
2207,237,texture,3.5,4.0
2208,238,gritty,3.0,3.0
2209,239,fatty,3.0,3.0
2210,254,sweet,3.25,3.0
2211,255,floral,3.0,3.0
2212,256,molasses,3.0,3.0
2213,300,oily,4.0,4.0
2214,301,creamy,4.0,4.0
2215,303,spicy,3.25,3.0
2216,304,sweet,3.75,4.0
2217,305,balanced,3.5,4.0
2218,317,nuts,4.0,4.0
2219,331,roasty,3.0,3.0
2220,331,and,3.0,3.0
2221,331,under,3.0,3.0
2222,331,refined,3.0,3.0
2223,332,dirt,2.5,2.0
2224,354,light,3.75,4.0
2225,354,color,3.75,4.0
2226,355,light,3.0,3.0
2227,355,color,3.0,3.0
2228,356,light,2.5,2.0
2229,356,color,2.5,2.0
2230,364,sandy,2.75,3.0
2231,427,off,2.0,2.0
2232,427,notes,2.0,2.0
2233,453,butter,3.5,4.0
2234,458,spicy,3.0,3.0
2235,494,high,2.75,3.0
2236,494,astringent,2.75,3.0
2237,495,sandy,2.75,3.0
2238,496,sandy,2.5,2.0
2239,514,sweet,2.75,3.0
2240,515,bold,3.75,4.0
2241,570,sweet,2.5,2.0
2242,585,ripe,3.5,4.0
2243,585,orange,3.5,4.0
2244,586,nutty,3.25,3.0
2245,587,vegetal,3.0,3.0
2246,627,mild,3.0,3.0
2247,627,bitter,3.0,3.0
2248,628,dirty,2.6,3.0
2249,629,metallic,2.5,2.0
2250,648,cocoa,3.75,4.0
2251,683,creamy,4.0,4.0
2252,688,near,3.5,4.0
2253,688,perfect,3.5,4.0
2254,688,shine,3.5,4.0
2255,689,molasses,3.5,4.0
2256,690,molasses,2.75,3.0
2257,690,notes,2.75,3.0
2258,690,from,2.75,3.0
2259,690,sugar,2.75,3.0
2260,708,intense,3.25,3.0
2261,708,earthy,3.25,3.0
2262,716,smooth,4.0,4.0
2263,739,simple,3.5,4.0
2264,740,spicy,3.5,4.0
2265,741,fruity,3.5,4.0
2266,742,earthy,3.25,3.0
2267,744,intens,3.0,3.0
2268,764,prominent,3.5,4.0
2269,764,plum,3.5,4.0
2270,764,note,3.5,4.0
2271,789,roasty,3.5,4.0
2272,790,high,3.0,3.0
2273,790,acidity,3.0,3.0
2274,791,hammy,2.75,3.0
2275,792,hammy,2.75,3.0
2276,793,muted,3.5,4.0
2277,794,fruit,3.5,4.0
2278,795,molasses,3.0,3.0
2279,802,roasty,3.5,4.0
2280,803,sandy,3.25,3.0
2281,804,nuts,3.0,3.0
2282,805,sandy,3.0,3.0
2283,806,coffee,2.75,3.0
2284,820,nutty,3.5,4.0
2285,821,dried,3.25,3.0
2286,821,fruit,3.25,3.0
2287,822,large,3.0,3.0
2288,822,grits,3.0,3.0
2289,823,sl.,3.0,3.0
2290,823,dry,3.0,3.0
2291,824,large,2.5,2.0
2292,824,grits,2.5,2.0
2293,870,complex,3.5,4.0
2294,871,roasty,3.25,3.0
2295,879,honey,4.0,4.0
2296,880,banana,4.0,4.0
2297,881,strong,3.75,4.0
2298,881,cocoa,3.75,4.0
2299,882,cocoa,3.75,4.0
2300,883,black,3.75,4.0
2301,883,pepper,3.75,4.0
2302,884,unique,3.5,4.0
2303,884,flavor,3.5,4.0
2304,885,delicate,3.5,4.0
2305,886,woody,3.25,3.0
2306,887,high,3.25,3.0
2307,887,acidity,3.25,3.0
2308,888,sweet,3.0,3.0
2309,889,floral,3.0,3.0
2310,913,dried,3.5,4.0
2311,913,fruit,3.5,4.0
2312,914,grainy,3.0,3.0
2313,914,texture,3.0,3.0
2314,915,accessible,3.0,3.0
2315,916,cheesy,2.5,2.0
2316,916,off,2.5,2.0
2317,916,flavor,2.5,2.0
2318,925,dry,2.75,3.0
2319,929,poor,3.0,3.0
2320,929,texture,3.0,3.0
2321,936,fruit,2.75,3.0
2322,949,earthy,2.75,3.0
2323,987,flat,3.0,3.0
2324,1015,fruity,3.5,4.0
2325,1016,lemon,3.0,3.0
2326,1017,sour,2.75,3.0
2327,1018,harsh,2.5,2.0
2328,1018,flavor,2.5,2.0
2329,1019,light,2.25,2.0
2330,1019,color,2.25,2.0
2331,1043,dry,2.75,3.0
2332,1089,woody,2.75,3.0
2333,1093,sandy,3.25,3.0
2334,1101,complex,3.25,3.0
2335,1102,bold,3.25,3.0
2336,1103,gritty,3.0,3.0
2337,1106,brownie,3.75,4.0
2338,1107,nutty,3.5,4.0
2339,1108,herbal,3.5,4.0
2340,1109,floral,3.0,3.0
2341,1137,intense,3.75,4.0
2342,1138,nuts,3.25,3.0
2343,1139,roasty,3.0,3.0
2344,1167,molasses,3.25,3.0
2345,1168,tart,3.25,3.0
2346,1169,anise,3.0,3.0
2347,1170,earthy,3.0,3.0
2348,1171,fruit,3.5,4.0
2349,1172,dry,3.5,4.0
2350,1184,rich,3.5,4.0
2351,1184,cocoa,3.5,4.0
2352,1185,citrus,3.5,4.0
2353,1186,mild,3.0,3.0
2354,1186,hammy,3.0,3.0
2355,1201,complex,3.5,4.0
2356,1202,sandy,3.25,3.0
2357,1203,simple,3.0,3.0
2358,1218,brownie,3.75,4.0
2359,1238,intense,3.5,4.0
2360,1238,mocha,3.5,4.0
2361,1238,flavor,3.5,4.0
2362,1239,nutty,3.25,3.0
2363,1240,smokey,3.0,3.0
2364,1241,potting,2.5,2.0
2365,1241,soil,2.5,2.0
2366,1243,rustic,3.0,3.0
2367,1273,gummy,2.75,3.0
2368,1309,complex,3.5,4.0
2369,1310,sweet,3.25,3.0
2370,1311,off,3.0,3.0
2371,1311,notes,3.0,3.0
2372,1316,dried,2.75,3.0
2373,1316,fruit,2.75,3.0
2374,1327,fatty,3.5,4.0
2375,1382,earthy,2.5,2.0
2376,1385,dried,3.75,4.0
2377,1385,fruit,3.75,4.0
2378,1386,roasty,3.25,3.0
2379,1388,grape,3.5,4.0
2380,1413,grape,3.5,4.0
2381,1414,candy,3.25,3.0
2382,1414,spices,3.25,3.0
2383,1415,complex,3.25,3.0
2384,1416,fatty,3.0,3.0
2385,1422,grape,3.75,4.0
2386,1423,cocoa,3.5,4.0
2387,1424,coconut,3.25,3.0
2388,1425,intense,3.0,3.0
2389,1440,earthy,3.0,3.0
2390,1441,dirty,2.5,2.0
2391,1450,fatty,3.25,3.0
2392,1452,chalky,3.25,3.0
2393,1456,fruity,3.5,4.0
2394,1475,dry,3.25,3.0
2395,1486,notes,3.0,3.0
2396,1486,from,3.0,3.0
2397,1486,sugar,3.0,3.0
2398,1490,pungent,3.0,3.0
2399,1491,sweet,3.0,3.0
2400,1492,basic,3.0,3.0
2401,1492,cocoa,3.0,3.0
2402,1493,spicy,2.75,3.0
2403,1524,creamy,3.75,4.0
2404,1537,intense,3.0,3.0
2405,1537,spice,3.0,3.0
2406,1543,fatty,3.0,3.0
2407,1566,creamy,3.75,4.0
2408,1567,vanilla,3.5,4.0
2409,1568,molasses,3.25,3.0
2410,1610,mild,3.0,3.0
2411,1610,smokey,3.0,3.0
2412,1650,marshmallow,4.0,4.0
2413,1677,sour,3.25,3.0
2414,1677,palm,3.25,3.0
2415,1678,molasses,3.25,3.0
2416,1689,dominant,3.25,3.0
2417,1689,savory,3.25,3.0
2418,1702,pungent,3.0,3.0
2419,1718,creamy,3.75,4.0
2420,1719,dominant,3.75,4.0
2421,1719,spice,3.75,4.0
2422,1720,floral,3.5,4.0
2423,1740,muted,3.0,3.0
2424,1773,complex,3.5,4.0
2425,1774,cocoa,3.0,3.0
2426,1774,base,3.0,3.0
2427,1807,sticky,3.25,3.0
2428,1808,earthy,3.0,3.0
2429,1809,dry,2.75,3.0
2430,1865,nuts,3.25,3.0
2431,1881,molasses,3.25,3.0
2432,1881,undertone,3.25,3.0
2433,1931,creamy,4.0,4.0
2434,1932,nutty,4.0,4.0
2435,1933,sweet,3.0,3.0
2436,1933,edge,3.0,3.0
2437,1976,acidic,3.25,3.0
2438,1977,buttery,3.0,3.0
2439,1978,cardboard,3.0,3.0
2440,1979,fatty,2.75,3.0
2441,1980,pungent,2.5,2.0
2442,2061,spicy,3.25,3.0
2443,2062,floral,3.0,3.0
2444,2069,honey,3.5,4.0
2445,2070,spicy,3.0,3.0
2446,2071,metallic,2.75,3.0
2447,2075,sweet,3.5,4.0
2448,2076,powdery,3.0,3.0
2449,2097,roasty,3.75,4.0
2450,2097,cocoa,3.75,4.0
2451,2126,dark,3.25,3.0
2452,2126,berry,3.25,3.0
2453,2127,earthy,3.0,3.0
2454,2128,smokey,2.75,3.0
2455,2145,earthy,2.5,2.0
2456,2146,vanilla,2.5,2.0
2457,2150,nuts,3.0,3.0
2458,2151,creamy,3.0,3.0
2459,2199,large,3.75,4.0
2460,2199,grits,3.75,4.0
2461,2200,sandy,3.25,3.0
2462,2201,intense,3.0,3.0
2463,2201,earthy,3.0,3.0
2464,2202,fatty,3.0,3.0
2465,2221,muted,3.5,4.0
2466,2222,fatty,3.25,3.0
2467,2223,fatty,3.0,3.0
2468,0,cocoa,3.75,4.0
2469,1,cocoa,3.5,4.0
2470,2,rich,3.25,3.0
2471,2,cocoa,3.25,3.0
2472,36,sandy,3.0,3.0
2473,37,basic,2.75,3.0
2474,38,sweet,2.75,3.0
2475,39,unrefined,2.5,2.0
2476,100,nut,2.75,3.0
2477,142,herbs,3.25,3.0
2478,143,burn,3.0,3.0
2479,143,butterscotch,3.0,3.0
2480,170,off,3.0,3.0
2481,170,aroma,3.0,3.0
2482,183,base,3.25,3.0
2483,183,cocoa,3.25,3.0
2484,184,bitter,2.75,3.0
2485,185,gritty,2.5,2.0
2486,197,strong,2.25,2.0
2487,197,vanilla,2.25,2.0
2488,257,off,2.75,3.0
2489,271,grassy,3.25,3.0
2490,272,sweet,2.75,3.0
2491,273,sweet,2.5,2.0
2492,338,smokey,3.0,3.0
2493,339,base,3.5,4.0
2494,339,cocoa,3.5,4.0
2495,339,w/,3.5,4.0
2496,339,palm,3.5,4.0
2497,339,notes,3.5,4.0
2498,340,molasses,3.25,3.0
2499,341,subtle,3.75,4.0
2500,341,but,3.75,4.0
2501,341,refreshing,3.75,4.0
2502,342,vegetal,3.5,4.0
2503,343,off,3.0,3.0
2504,343,pungent,3.0,3.0
2505,365,raspberry,3.0,3.0
2506,366,high,2.5,2.0
2507,366,astringent,2.5,2.0
2508,391,ripe,3.0,3.0
2509,391,grapes,3.0,3.0
2510,428,molasses,3.25,3.0
2511,429,sandy,3.0,3.0
2512,445,smooth,3.75,4.0
2513,446,smooth,3.5,4.0
2514,459,sl.,3.5,4.0
2515,459,chalky,3.5,4.0
2516,465,chunky,3.25,3.0
2517,466,grassy,2.5,2.0
2518,470,sugar,3.0,3.0
2519,470,dominates,3.0,3.0
2520,492,nutty,3.0,3.0
2521,516,creamy,4.0,4.0
2522,517,smooth,3.75,4.0
2523,518,rich,3.5,4.0
2524,518,cocoa,3.5,4.0
2525,519,basic,3.5,4.0
2526,519,cocoa,3.5,4.0
2527,520,cocoa,3.25,3.0
2528,521,roasty,3.0,3.0
2529,529,raw,2.25,2.0
2530,588,green,3.5,4.0
2531,588,apple,3.5,4.0
2532,604,muted,3.25,3.0
2533,605,muted,3.0,3.0
2534,631,smokey,3.0,3.0
2535,649,creamy,4.0,4.0
2536,650,sticky,3.75,4.0
2537,652,complex,3.0,3.0
2538,653,bland,3.0,3.0
2539,654,cocoa,2.75,3.0
2540,655,late,2.5,2.0
2541,655,cocoa,2.5,2.0
2542,691,dry,3.0,3.0
2543,692,dry,2.75,3.0
2544,693,dry,2.5,2.0
2545,709,cocoa,3.5,4.0
2546,723,nutty,3.5,4.0
2547,734,cocoa,3.5,4.0
2548,745,muddy,3.5,4.0
2549,746,fruit,3.0,3.0
2550,747,dirty,2.5,2.0
2551,765,dominated,3.0,3.0
2552,765,by,3.0,3.0
2553,765,heavy,3.0,3.0
2554,765,roast,3.0,3.0
2555,785,cherry,3.75,4.0
2556,786,caramel,3.5,4.0
2557,787,plums,3.5,4.0
2558,788,creamy,3.25,3.0
2559,807,roasted,3.5,4.0
2560,807,nuts,3.5,4.0
2561,808,sticky,3.0,3.0
2562,809,floral,3.75,4.0
2563,810,fig,3.75,4.0
2564,811,nutty,3.25,3.0
2565,812,off,3.0,3.0
2566,813,honey,3.0,3.0
2567,814,fruit,3.0,3.0
2568,815,dirty,3.0,3.0
2569,840,tea,3.25,3.0
2570,911,balanced,3.75,4.0
2571,912,black,3.5,4.0
2572,912,current,3.5,4.0
2573,926,earthy,2.75,3.0
2574,930,floral,3.0,3.0
2575,931,acidic,2.5,2.0
2576,940,sour,2.5,2.0
2577,940,grapes,2.5,2.0
2578,988,sandy,3.25,3.0
2579,989,sandy,3.0,3.0
2580,990,earthy,3.5,4.0
2581,991,cocoa,3.25,3.0
2582,992,pungent,2.75,3.0
2583,994,nutty,3.0,3.0
2584,995,rubber,2.5,2.0
2585,996,sandy,2.5,2.0
2586,1024,butterscotch,3.5,4.0
2587,1025,high,3.25,3.0
2588,1025,acid,3.25,3.0
2589,1044,sour,3.0,3.0
2590,1044,raisin,3.0,3.0
2591,1045,fatty,3.0,3.0
2592,1114,creamy,3.75,4.0
2593,1115,creamy,3.75,4.0
2594,1116,creamy,3.5,4.0
2595,1117,sandy,3.0,3.0
2596,1118,creamy,3.0,3.0
2597,1119,base,3.25,3.0
2598,1119,cocoa,3.25,3.0
2599,1120,spicy,3.0,3.0
2600,1121,muted,3.0,3.0
2601,1140,astringent,3.25,3.0
2602,1141,light,3.0,3.0
2603,1141,color,3.0,3.0
2604,1166,unrefined,3.0,3.0
2605,1173,sandy,3.5,4.0
2606,1205,sandy,3.5,4.0
2607,1206,base,3.25,3.0
2608,1206,cocoa,3.25,3.0
2609,1207,sandy,2.75,3.0
2610,1219,woody,3.25,3.0
2611,1220,spoiled,3.25,3.0
2612,1220,milk,3.25,3.0
2613,1248,gritty,2.75,3.0
2614,1249,gritty,2.5,2.0
2615,1290,dried,3.5,4.0
2616,1290,fruit,3.5,4.0
2617,1370,smooth,3.25,3.0
2618,1371,creamy,3.25,3.0
2619,1372,dry,2.75,3.0
2620,1373,floral,2.5,2.0
2621,1400,dairy,3.5,4.0
2622,1401,sandy,3.0,3.0
2623,1419,sandy,3.0,3.0
2624,1420,dry,3.0,3.0
2625,1421,dry,3.0,3.0
2626,1427,sandy,2.75,3.0
2627,1432,complex,3.75,4.0
2628,1436,powdery,3.0,3.0
2629,1442,cocoa,3.75,4.0
2630,1443,dark,3.5,4.0
2631,1443,berry,3.5,4.0
2632,1444,roasty,3.0,3.0
2633,1469,bold,3.25,3.0
2634,1470,strong,2.75,3.0
2635,1489,floral,3.75,4.0
2636,1494,strong,3.25,3.0
2637,1494,base,3.25,3.0
2638,1494,cocoa,3.25,3.0
2639,1495,sour,2.75,3.0
2640,1512,intense,3.75,4.0
2641,1512,grapes,3.75,4.0
2642,1583,intense,3.5,4.0
2643,1583,spicy,3.5,4.0
2644,1585,sandy,3.5,4.0
2645,1586,fig,3.25,3.0
2646,1587,fruit,3.25,3.0
2647,1588,cocoa,3.25,3.0
2648,1589,burnt,3.0,3.0
2649,1589,caramel,3.0,3.0
2650,1590,harsh,2.75,3.0
2651,1596,nut,3.0,3.0
2652,1597,fatty,2.75,3.0
2653,1598,rubbery,2.75,3.0
2654,1611,off,3.25,3.0
2655,1611,aroma,3.25,3.0
2656,1626,powdery,3.0,3.0
2657,1627,rich,3.0,3.0
2658,1627,cocoa,3.0,3.0
2659,1666,deep,3.5,4.0
2660,1666,cocoa,3.5,4.0
2661,1667,spicy,3.5,4.0
2662,1668,dried,3.5,4.0
2663,1668,fruit,3.5,4.0
2664,1669,tobacco,3.25,3.0
2665,1670,rich,3.25,3.0
2666,1670,cocoa,3.25,3.0
2667,1671,smoke,3.0,3.0
2668,1672,complex,3.0,3.0
2669,1673,fruit,3.0,3.0
2670,1674,roasty,3.0,3.0
2671,1675,high,3.0,3.0
2672,1675,acidity,3.0,3.0
2673,1676,sandy,3.0,3.0
2674,1679,fruit,2.75,3.0
2675,1703,bold,3.75,4.0
2676,1721,floral,3.5,4.0
2677,1722,grassy,3.5,4.0
2678,1738,complex,3.5,4.0
2679,1739,rich,3.5,4.0
2680,1739,brownie,3.5,4.0
2681,1741,fatty,2.5,2.0
2682,1742,fatty,2.5,2.0
2683,1810,cocoa,3.5,4.0
2684,1811,sharp,2.75,3.0
2685,1812,full,3.5,4.0
2686,1812,cocoa,3.5,4.0
2687,1812,flavor,3.5,4.0
2688,1813,spicy,3.0,3.0
2689,1814,black,3.0,3.0
2690,1814,pepper,3.0,3.0
2691,1871,intense,2.5,2.0
2692,1975,fruit,2.75,3.0
2693,2007,intense,3.0,3.0
2694,2007,cocoa,3.0,3.0
2695,2008,cocoa,2.75,3.0
2696,2010,fig,4.0,4.0
2697,2011,blackberry,3.25,3.0
2698,2012,vanilla,3.0,3.0
2699,2013,nutty,3.25,3.0
2700,2014,nutty,3.0,3.0
2701,2049,muted,3.25,3.0
2702,2050,berries,3.0,3.0
2703,2051,harsh,2.75,3.0
2704,2060,pure,3.5,4.0
2705,2064,bland,2.75,3.0
2706,2072,dull,2.75,3.0
2707,2073,nutty,3.5,4.0
2708,2166,intense,3.5,4.0
2709,2167,flat,3.25,3.0
2710,2177,nutty,3.25,3.0
2711,2178,coarse,3.0,3.0
2712,2179,overly,2.75,3.0
2713,2179,sweet,2.75,3.0
2714,30,hot,3.5,4.0
2715,30,cocoa,3.5,4.0
2716,31,herbal,3.25,3.0
2717,528,balanced,3.5,4.0
2718,560,banana,3.5,4.0
2719,561,deep,3.25,3.0
2720,561,cherry,3.25,3.0
2721,562,nutty,3.25,3.0
2722,651,burnt,3.5,4.0
2723,651,honey,3.5,4.0
2724,781,fruit,3.25,3.0
2725,782,banana,3.0,3.0
2726,783,off,2.75,3.0
2727,784,nutty,2.75,3.0
2728,1105,harsh,2.75,3.0
