,Index,Word,rating,ratings_group
180,396,clingy,1.5,2.0
181,409,sandy,3.5,4.0
182,410,sticky,3.25,3.0
183,411,sweet,3.0,3.0
184,412,crumbly,2.75,3.0
185,413,perfume,2.5,2.0
186,414,grainy,2.0,2.0
187,455,dry,3.0,3.0
188,500,long,3.5,4.0
189,500,lasting,3.5,4.0
190,524,dry,3.75,4.0
191,525,bitter,3.0,3.0
192,534,intense,3.0,3.0
193,535,lemon,3.0,3.0
194,625,fatty,3.75,4.0
195,634,intense,2.75,3.0
196,634,fruit,2.75,3.0
197,661,sticky,3.0,3.0
198,673,sticky,3.75,4.0
199,674,sticky,3.5,4.0
200,675,cucumber,3.0,3.0
201,676,creamy,3.0,3.0
202,725,lemon,2.75,3.0
203,728,muted,3.0,3.0
204,729,sandy,2.5,2.0
205,730,gritty,2.5,2.0
206,751,woody,3.0,3.0
207,941,very,2.5,2.0
208,941,sour,2.5,2.0
209,957,creamy,3.5,4.0
210,958,sweet,3.0,3.0
211,959,perfume,3.0,3.0
212,1046,grassy,3.0,3.0
213,1047,fungal,3.0,3.0
214,1048,sandy,2.75,3.0
215,1122,intense,3.5,4.0
216,1123,creamy,3.0,3.0
217,1124,spicy,3.0,3.0
218,1125,fruity,3.0,3.0
219,1126,sweet,2.75,3.0
220,1127,creamy,2.75,3.0
221,1128,crumbly,2.5,2.0
222,1129,grassy,2.5,2.0
223,1174,roasty,3.5,4.0
224,1250,intense,4.0,4.0
225,1251,sandy,3.75,4.0
226,1252,sandy,3.5,4.0
227,1253,sticky,3.5,4.0
228,1265,creamy,3.75,4.0
229,1266,nutty,3.25,3.0
230,1267,creamy,3.0,3.0
231,1268,chalky,2.0,2.0
232,1480,complex,3.75,4.0
233,1554,sandy,3.5,4.0
234,1555,sandy,3.0,3.0
235,1556,creamy,3.0,3.0
236,1557,floral,2.75,3.0
237,1659,complex,3.5,4.0
238,1660,fatty,3.0,3.0
239,1661,sandy,2.0,2.0
240,1748,raisins,3.0,3.0
241,1749,dry,3.0,3.0
242,1750,nutty,2.75,3.0
243,1751,sandy,2.75,3.0
244,1777,creamy,3.5,4.0
245,1778,nutty,3.5,4.0
246,1779,nutty,3.5,4.0
247,1780,floral,3.5,4.0
248,1797,grassy,3.0,3.0
249,2019,dry,2.75,3.0
250,2020,gritty,2.5,2.0
251,2021,tangy,2.5,2.0
252,2022,dry,2.5,2.0
253,40,roasty,3.0,3.0
254,41,sandy,2.75,3.0
255,42,gritty,3.0,3.0
256,71,hot,3.0,3.0
257,71,spice,3.0,3.0
258,76,dry,3.0,3.0
259,77,roasty,3.0,3.0
260,78,waxy,2.75,3.0
261,78,mouthfeel,2.75,3.0
262,79,fatty,2.75,3.0
263,149,spice,3.25,3.0
264,150,sl.,3.0,3.0
265,150,bitter,3.0,3.0
266,151,spicey,3.0,3.0
267,152,gritty,2.75,3.0
268,153,oily,2.5,2.0
269,154,cocoa,1.75,2.0
270,166,strawberries,3.75,4.0
271,244,intense,3.5,4.0
272,244,marshmallow,3.5,4.0
273,245,chocolate,3.5,4.0
274,245,covered,3.5,4.0
275,245,cherries,3.5,4.0
276,246,rustic,3.25,3.0
277,247,chalky,3.0,3.0
278,262,oily,2.75,3.0
279,282,oily,3.0,3.0
280,283,mild,3.0,3.0
281,283,bitter,3.0,3.0
282,284,fatty,3.0,3.0
283,285,flat,2.75,3.0
284,302,sticky,3.25,3.0
285,379,distinct,4.0,4.0
286,379,lemon,4.0,4.0
287,380,creamy,4.0,4.0
288,501,chewy,3.25,3.0
289,502,oily,3.25,3.0
290,507,oily,3.0,3.0
291,508,roasty,3.0,3.0
292,509,slow,3.0,3.0
293,510,fatty,2.75,3.0
294,511,dry,2.5,2.0
295,522,sweet,3.0,3.0
296,536,dark,3.75,4.0
297,536,berry,3.75,4.0
298,537,slow,3.5,4.0
299,538,woodsy,3.25,3.0
300,539,creamy,3.0,3.0
301,592,wood,3.25,3.0
302,593,dark,3.0,3.0
303,593,woody,3.0,3.0
304,626,smokey,3.0,3.0
305,731,sandy,3.0,3.0
306,732,very,2.75,3.0
307,732,sweet,2.75,3.0
308,752,hazelnut,3.5,4.0
309,753,sweet,2.75,3.0
310,754,sticky,2.0,2.0
311,841,complex,3.5,4.0
312,842,creamy,3.25,3.0
313,843,creamy,3.0,3.0
314,844,slightly,2.75,3.0
315,844,burnt,2.75,3.0
316,942,very,2.75,3.0
317,942,sweet,2.75,3.0
318,944,mild,3.25,3.0
319,944,nutty,3.25,3.0
320,945,sl.,3.0,3.0
321,945,sweet,3.0,3.0
322,946,hot,3.0,3.0
323,946,cocoa,3.0,3.0
324,947,light,3.0,3.0
325,947,perfume,3.0,3.0
326,948,gritty,3.0,3.0
327,960,complex,3.5,4.0
328,961,sweet,3.0,3.0
329,962,bitter,3.0,3.0
330,1026,dry,3.5,4.0
331,1027,dry,3.25,3.0
332,1028,dry,3.0,3.0
333,1029,sandy,2.5,2.0
334,1030,perfume,2.0,2.0
335,1031,red,3.75,4.0
336,1031,berry,3.75,4.0
337,1032,coffee,3.5,4.0
338,1033,sandy,2.75,3.0
339,1034,dry,2.5,2.0
340,1131,sweet,2.0,2.0
341,1157,smooth,3.5,4.0
342,1158,rich,3.0,3.0
343,1175,cocoa,3.75,4.0
344,1176,nutty,3.5,4.0
345,1177,rich,3.25,3.0
346,1177,cocoa,3.25,3.0
347,1178,rich,3.0,3.0
348,1274,sweet,2.75,3.0
349,1525,fatty,3.0,3.0
350,1526,sandy,2.75,3.0
351,1544,rich,3.25,3.0
352,1544,cocoa,3.25,3.0
353,1545,vegetable,3.0,3.0
354,1545,and,3.0,3.0
355,1545,honey,3.0,3.0
356,1546,creamy,3.0,3.0
357,1551,sticky,3.0,3.0
358,1602,simple,4.0,4.0
359,1602,red,4.0,4.0
360,1602,berry,4.0,4.0
361,1603,creamy,3.5,4.0
362,1604,earthy,3.5,4.0
363,1619,smokey,3.0,3.0
364,1620,bland,3.0,3.0
365,1662,creamy,2.0,2.0
366,1726,strong,2.5,2.0
367,1726,rubber,2.5,2.0
368,1752,mint,3.5,4.0
369,1785,sweet,3.0,3.0
370,1786,roasty,2.75,3.0
371,1798,simple,4.0,4.0
372,1799,smooth,3.75,4.0
373,1800,creamy,3.75,4.0
374,1882,subtle,3.75,4.0
375,1882,red,3.75,4.0
376,1882,berry,3.75,4.0
377,1883,black,3.75,4.0
378,1883,tea,3.75,4.0
379,1884,earthy,3.5,4.0
380,1885,smokey,3.5,4.0
381,1886,sticky,3.0,3.0
382,1887,slow,3.0,3.0
383,1887,to,3.0,3.0
384,1887,develop,3.0,3.0
385,2016,rustic,2.75,3.0
386,2023,nutty,3.0,3.0
387,2024,tea,2.75,3.0
388,2111,cocoa,3.75,4.0
389,2111,dominates,3.75,4.0
390,2112,rich,3.75,4.0
391,2112,cocoa,3.75,4.0
392,2113,creamy,3.5,4.0
393,2121,fatty,2.75,3.0
394,2122,fatty,2.75,3.0
395,2123,fatty,2.75,3.0
396,2156,creamy,3.25,3.0
397,2157,sandy,3.0,3.0
398,43,strong,2.75,3.0
399,43,pepper,2.75,3.0
400,44,fatty,2.75,3.0
401,72,strong,4.0,4.0
402,72,spice,4.0,4.0
403,73,orange,3.75,4.0
404,74,woody,3.0,3.0
405,101,creamy,4.0,4.0
406,102,very,3.75,4.0
407,102,sweet,3.75,4.0
408,103,roasty,3.75,4.0
409,104,creamy,2.75,3.0
410,155,grassy,3.75,4.0
411,156,black,3.5,4.0
412,156,pepper,3.5,4.0
413,156,and,3.5,4.0
414,156,banana,3.5,4.0
415,157,chewy,3.25,3.0
416,158,unrefined,3.25,3.0
417,204,dry,3.5,4.0
418,205,pasty,2.75,3.0
419,206,intense,2.75,3.0
420,207,sticky,2.75,3.0
421,225,ham-like,3.5,4.0
422,226,dark,3.5,4.0
423,226,cocoa,3.5,4.0
424,227,creamy,3.25,3.0
425,228,nutty,3.25,3.0
426,248,robust,3.75,4.0
427,249,dry,3.25,3.0
428,250,red,3.0,3.0
429,250,berry,3.0,3.0
430,251,nutty,3.0,3.0
431,252,pasty,2.75,3.0
432,345,creamy,2.75,3.0
433,346,oily,2.5,2.0
434,347,over,2.25,2.0
435,347,roasted,2.25,2.0
436,352,spice,3.0,3.0
437,381,creamy,4.0,4.0
438,382,creamy,3.75,4.0
439,383,creamy,3.5,4.0
440,384,gritty,3.5,4.0
441,385,intense,3.5,4.0
442,386,silky,3.25,3.0
443,456,very,2.75,3.0
444,456,sweet,2.75,3.0
445,503,spicey,3.5,4.0
446,504,earthy,3.25,3.0
447,523,red,2.75,3.0
448,523,berry,2.75,3.0
449,526,short,3.75,4.0
450,540,coffee,3.25,3.0
451,540,and,3.25,3.0
452,540,cocoa,3.25,3.0
453,541,oily,3.25,3.0
454,542,oily,3.25,3.0
455,543,fruity,3.0,3.0
456,544,dry,3.0,3.0
457,545,harsh,2.5,2.0
458,545,aroma,2.5,2.0
459,677,subtle,3.0,3.0
460,694,rich,3.75,4.0
461,694,cocoa,3.75,4.0
462,695,dark,3.75,4.0
463,695,forest,3.75,4.0
464,695,berry,3.75,4.0
465,696,caramel,3.5,4.0
466,696,and,3.5,4.0
467,696,cocoa,3.5,4.0
468,697,chalky,2.5,2.0
469,766,perfume,2.75,3.0
470,776,spicey,3.5,4.0
471,943,chunky,3.25,3.0
472,963,creamy,3.0,3.0
473,1049,ashy,2.75,3.0
474,1159,simple,3.75,4.0
475,1160,creamy,3.25,3.0
476,1161,cocoa,3.0,3.0
477,1244,marshmallow,3.5,4.0
478,1245,sticky,3.0,3.0
479,1246,watered,3.0,3.0
480,1246,down,3.0,3.0
481,1246,coffee,3.0,3.0
482,1247,very,2.75,3.0
483,1247,sweet,2.75,3.0
484,1254,raisin,2.75,3.0
485,1269,strong,2.0,2.0
486,1269,vanilla,2.0,2.0
487,1275,creamy,3.5,4.0
488,1333,sticky,3.25,3.0
489,1334,dry,3.0,3.0
490,1335,sticky,2.75,3.0
491,1426,dry,2.75,3.0
492,1437,rough,2.75,3.0
493,1481,gritty,2.5,2.0
494,1510,grassy,2.5,2.0
495,1527,earthy,3.0,3.0
496,1528,gritty,3.0,3.0
497,1621,chunky,3.75,4.0
498,1622,berry,3.25,3.0
499,1622,notes,3.25,3.0
500,1622,with,3.25,3.0
501,1622,sweet,3.25,3.0
502,1622,edge,3.25,3.0
503,1623,strong,3.0,3.0
504,1623,vanilla,3.0,3.0
505,1624,bitter,3.0,3.0
506,1643,bright,3.75,4.0
507,1643,red,3.75,4.0
508,1643,fruit,3.75,4.0
509,1663,nutty,3.5,4.0
510,1713,easter,2.75,3.0
511,1713,candy,2.75,3.0
512,1727,strong,3.25,3.0
513,1727,spicey,3.25,3.0
514,1753,smooth,3.75,4.0
515,1801,clingy,3.75,4.0
516,1802,smooth,3.5,4.0
517,1862,fudgy,3.25,3.0
518,1862,then,3.25,3.0
519,1862,spicy,3.25,3.0
520,1863,mild,3.0,3.0
521,1863,cocoa,3.0,3.0
522,1888,complex,3.75,4.0
523,2158,smokey,3.75,4.0
524,2159,dry,3.5,4.0
525,2160,dry,3.0,3.0
526,2203,woody,3.0,3.0
527,32,orange,3.5,4.0
528,33,cocoa,3.5,4.0
529,33,and,3.5,4.0
530,33,powerful,3.5,4.0
531,33,tang,3.5,4.0
532,34,spicy,3.25,3.0
533,34,and,3.25,3.0
534,34,candy-like,3.25,3.0
535,35,sweet,2.75,3.0
536,45,hay,3.75,4.0
537,75,tart,4.0,4.0
538,159,nuts,4.0,4.0
539,160,black pepper,2.75,3.0
540,167,creamy,3.75,4.0
541,168,grapes,3.75,4.0
542,218,smokey,4.0,4.0
543,219,intense,3.75,4.0
544,229,creamy,4.0,4.0
545,230,creamy,3.5,4.0
546,231,chunky,3.0,3.0
547,232,bitter,3.0,3.0
548,232,then,3.0,3.0
549,232,nutty,3.0,3.0
550,232,rustic,3.0,3.0
551,286,grassy,4.0,4.0
552,287,fatty,4.0,4.0
553,288,chunky,3.75,4.0
554,289,fatty,3.5,4.0
555,290,roasty,3.5,4.0
556,291,creamy,3.5,4.0
557,292,oily,3.5,4.0
558,293,oily,3.25,3.0
559,375,creamy,3.75,4.0
560,376,rustic,3.25,3.0
561,377,rustic,3.0,3.0
562,397,burnt,2.5,2.0
563,397,coffee,2.5,2.0
564,398,burnt,2.25,2.0
565,398,up,2.25,2.0
566,398,front,2.25,2.0
567,471,mild,3.75,4.0
568,472,mild,3.75,4.0
569,563,vanilla,3.25,3.0
570,589,grassy,3.25,3.0
571,590,brownie,3.25,3.0
572,591,cocoa,3.25,3.0
573,591,flavor,3.25,3.0
574,591,dominates,3.25,3.0
575,594,oily,3.5,4.0
576,635,grassy,3.25,3.0
577,636,earthy,3.0,3.0
578,637,sandy,2.75,3.0
579,638,sticky,2.75,3.0
580,678,smooth,3.5,4.0
581,698,dried,3.75,4.0
582,698,fruit,3.75,4.0
583,699,heavy,3.5,4.0
584,699,roast,3.5,4.0
585,700,intense,3.5,4.0
586,700,cocoa,3.5,4.0
587,701,intense,3.25,3.0
588,702,licorice,3.0,3.0
589,726,nutty,3.75,4.0
590,756,sweet,2.75,3.0
591,757,gritty,2.5,2.0
592,758,grits,2.5,2.0
593,759,strong,2.5,2.0
594,759,vanilla,2.5,2.0
595,760,gritty,2.5,2.0
596,830,coarse,3.5,4.0
597,831,cocoa,3.5,4.0
598,831,covered,3.5,4.0
599,831,strawberry,3.5,4.0
600,845,tart,4.0,4.0
601,846,red,3.5,4.0
602,846,berry,3.5,4.0
603,847,woody,3.5,4.0
604,848,grassy,3.25,3.0
605,849,spicy,3.25,3.0
606,850,bready,3.25,3.0
607,851,sandy,3.0,3.0
608,852,mild,2.75,3.0
609,852,bitter,2.75,3.0
610,853,woody,2.75,3.0
611,890,tobacco,3.5,4.0
612,891,roasty,3.5,4.0
613,892,fatty,3.25,3.0
614,902,cocoa,3.25,3.0
615,903,fatty,3.0,3.0
616,937,fatty,3.0,3.0
617,964,sweet,3.25,3.0
618,965,dry,3.25,3.0
619,966,dutched,2.75,3.0
620,1050,sweet,3.25,3.0
621,1051,mild,3.0,3.0
622,1051,bitter,3.0,3.0
623,1052,woody,3.0,3.0
624,1068,creamy,4.0,4.0
625,1069,creamy,4.0,4.0
626,1070,peanut,4.0,4.0
627,1071,creamy,4.0,4.0
628,1072,creamy,3.75,4.0
629,1073,creamy,3.75,4.0
630,1074,creamy,3.75,4.0
631,1075,creamy,3.5,4.0
632,1076,creamy,3.25,3.0
633,1162,spicy,3.75,4.0
634,1179,rich,3.5,4.0
635,1255,sticky,2.75,3.0
636,1256,sandy,2.5,2.0
637,1336,gritty,3.75,4.0
638,1337,rich,3.5,4.0
639,1337,cocoa,3.5,4.0
640,1338,gritty,3.5,4.0
641,1339,dry,3.25,3.0
642,1340,sandy,3.0,3.0
643,1341,dry,3.0,3.0
644,1342,orange,3.0,3.0
645,1343,gritty,2.75,3.0
646,1344,gritty,2.75,3.0
647,1448,unrefined,2.75,3.0
648,1449,unrefined,2.75,3.0
649,1523,rich,3.5,4.0
650,1523,cocoa,3.5,4.0
651,1529,sticky,3.0,3.0
652,1530,rubber,2.75,3.0
653,1531,creamy,2.75,3.0
654,1532,intense,2.0,2.0
655,1533,grits,2.75,3.0
656,1547,creamy,3.75,4.0
657,1558,waxy,3.5,4.0
658,1605,smooth,3.75,4.0
659,1644,grass,3.5,4.0
660,1645,mint,3.5,4.0
661,1646,fudgy,3.0,3.0
662,1647,grassy,2.75,3.0
663,1664,burnt,3.25,3.0
664,1664,nuts,3.25,3.0
665,1707,creamy,3.5,4.0
666,1728,dark,3.5,4.0
667,1728,berry,3.5,4.0
668,1754,rich,3.0,3.0
669,1754,brownie,3.0,3.0
670,1764,fatty,3.5,4.0
671,1765,uneven,3.5,4.0
672,1765,melt,3.5,4.0
673,1766,smokey,2.75,3.0
674,1767,intense,2.5,2.0
675,1787,perfume,2.75,3.0
676,1803,cherry,3.75,4.0
677,1821,perfume,2.5,2.0
678,1822,sticky,2.0,2.0
679,1823,strong,3.5,4.0
680,1823,spice,3.5,4.0
681,1827,nutty,3.25,3.0
682,1828,fatty,3.25,3.0
683,1829,fatty,3.0,3.0
684,1830,fatty,3.0,3.0
685,1864,perfume,1.5,2.0
686,1889,complex,4.0,4.0
687,1890,strawberry,4.0,4.0
688,1891,dried,3.75,4.0
689,1891,fruit,3.75,4.0
690,1892,earthy,3.5,4.0
691,1893,strawberry,3.5,4.0
692,1894,super,2.75,3.0
693,1894,temper,2.75,3.0
694,1960,peanut,3.25,3.0
695,1960,butter,3.25,3.0
696,1984,rustic,3.0,3.0
697,2017,grainy,3.25,3.0
698,2066,pronounced,3.0,3.0
699,2066,fruit,3.0,3.0
700,2067,peanut,2.75,3.0
701,2067,butter,2.75,3.0
702,2080,roasty,2.75,3.0
703,2114,creamy,4.0,4.0
704,2115,intense,3.25,3.0
705,2115,sweet,3.25,3.0
706,2168,nutty,4.0,4.0
707,2169,brownie,3.5,4.0
708,2194,intense,3.75,4.0
709,2194,prune,3.75,4.0
710,2194,and,3.75,4.0
711,2194,berry,3.75,4.0
712,2195,oily,3.5,4.0
713,2196,toffee,3.5,4.0
714,2204,creamy,3.75,4.0
715,2205,creamy,3.5,4.0
716,2206,oily,3.25,3.0
717,2207,dairy,3.0,3.0
718,3,fruity,3.75,4.0
719,4,vegetal,3.5,4.0
720,95,creamy,3.75,4.0
721,161,marshmallow,3.75,4.0
722,175,unrefined,3.0,3.0
723,176,chalky,2.5,2.0
724,177,chalky,2.5,2.0
725,186,raspberry,3.75,4.0
726,187,molasses,3.5,4.0
727,188,complex,3.25,3.0
728,193,gritty,2.75,3.0
729,224,sweet,2.75,3.0
730,253,roasted,3.5,4.0
731,253,nuts,3.5,4.0
732,264,gritty,3.75,4.0
733,265,chewy,3.5,4.0
734,378,oily,3.75,4.0
735,399,nutty,3.0,3.0
736,417,fatty,3.0,3.0
737,418,fatty,2.75,3.0
738,486,tart,3.25,3.0
739,487,sandy,2.75,3.0
740,488,sandy,2.5,2.0
741,546,creamy,3.75,4.0
742,547,silky,3.5,4.0
743,548,sandy,3.5,4.0
744,551,sandy,3.5,4.0
745,552,spice,3.25,3.0
746,553,sandy,3.25,3.0
747,554,acidic,3.25,3.0
748,555,sandy,3.25,3.0
749,571,spicy,3.75,4.0
750,572,grassy,3.25,3.0
751,573,dried,3.0,3.0
752,573,fruit,3.0,3.0
753,595,sweet,4.0,4.0
754,595,spice,4.0,4.0
755,596,spicy,3.75,4.0
756,597,oily,3.75,4.0
757,598,nutty,3.25,3.0
758,599,gummy,3.0,3.0
759,611,nice,3.25,3.0
760,611,melt,3.25,3.0
761,639,dry,2.75,3.0
762,679,creamy,3.75,4.0
763,680,sticky,3.5,4.0
764,703,creamy,3.75,4.0
765,722,buttery,2.75,3.0
766,755,nutty,2.75,3.0
767,816,nutty,3.75,4.0
768,817,grits,3.5,4.0
769,832,olive,3.5,4.0
770,833,fruit,2.5,2.0
771,834,sandpaper,2.0,2.0
772,854,caramel,4.0,4.0
773,855,tart,4.0,4.0
774,856,mild,3.5,4.0
775,856,smoke,3.5,4.0
776,856,and,3.5,4.0
777,856,fruit,3.5,4.0
778,857,smoke,3.5,4.0
779,858,sandy,3.0,3.0
780,893,oily,3.75,4.0
781,894,intense,3.25,3.0
782,894,olive,3.25,3.0
783,895,spicy,3.25,3.0
784,896,oily,3.25,3.0
785,904,oily,2.5,2.0
786,1053,sweet,3.5,4.0
787,1079,heavy,3.25,3.0
788,1079,roast,3.25,3.0
789,1080,sandy,2.75,3.0
790,1083,sandy,3.0,3.0
791,1084,very,2.75,3.0
792,1084,sandy,2.75,3.0
793,1163,creamy,4.0,4.0
794,1164,berry,3.75,4.0
795,1165,floral,3.25,3.0
796,1180,nutty,3.5,4.0
797,1197,chalky,3.0,3.0
798,1198,chalky,3.0,3.0
799,1199,fatty,3.0,3.0
800,1223,rich,3.75,4.0
801,1223,cocoa,3.75,4.0
802,1224,creamy,3.5,4.0
803,1225,fatty,3.5,4.0
804,1226,fatty,3.5,4.0
805,1227,fatty,3.0,3.0
806,1228,grits,2.75,3.0
807,1257,vanilla,3.5,4.0
808,1258,creamy,3.25,3.0
809,1259,creamy,3.25,3.0
810,1277,berry,3.75,4.0
811,1282,molasses,3.25,3.0
812,1283,molasses,3.25,3.0
813,1284,banana,3.0,3.0
814,1285,oily,2.75,3.0
815,1291,cocoa,3.5,4.0
816,1292,chewy,3.25,3.0
817,1293,grits,3.25,3.0
818,1317,citrus,3.5,4.0
819,1318,roasty,3.5,4.0
820,1319,cocoa,3.5,4.0
821,1320,sticky,3.5,4.0
822,1321,melon,3.5,4.0
823,1322,creamy,3.0,3.0
824,1345,gritty,3.5,4.0
825,1346,gritty,2.75,3.0
826,1347,gritty,2.5,2.0
827,1374,sticky,2.5,2.0
828,1375,uneven,2.5,2.0
829,1398,raisins,3.75,4.0
830,1402,leather,2.5,2.0
831,1403,sticky,2.0,2.0
832,1404,chemical,1.5,2.0
833,1417,wine,3.5,4.0
834,1463,sandy,2.5,2.0
835,1499,sandy,3.25,3.0
836,1500,woody,3.0,3.0
837,1501,fatty,2.75,3.0
838,1552,dry,3.0,3.0
839,1553,sandy,3.0,3.0
840,1559,light,4.0,4.0
841,1559,color,4.0,4.0
842,1560,spice,2.75,3.0
843,1641,dry,2.75,3.0
844,1642,molasses,2.5,2.0
845,1690,fatty,2.75,3.0
846,1696,muted,3.25,3.0
847,1697,sweet,3.0,3.0
848,1708,gritty,3.25,3.0
849,1729,dark,4.0,4.0
850,1729,berry,4.0,4.0
851,1730,orange,3.5,4.0
852,1731,dried,3.25,3.0
853,1731,fruit,3.25,3.0
854,1755,floral,3.75,4.0
855,1768,fatty,2.5,2.0
856,1769,buttery,2.5,2.0
857,1770,fatty,2.25,2.0
858,1775,grassy,3.25,3.0
859,1776,grassy,2.75,3.0
860,1804,banana,4.0,4.0
861,1895,creamy,4.0,4.0
